date,hospital,requests,A+,A-,B+,B-,AB+,AB-,O+,O-
2022-01-05,Hospital Sultan Idris Shah Serdang,49,15,0,13,0,4,0,17,0
2022-01-05,Hospital Sungai Buloh,14,5,0,3,0,0,0,6,0
2022-01-05,Hospital Tanjung Karang,35,8,0,11,0,2,0,13,1
2022-01-05,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",15,4,0,6,0,0,0,5,0
2022-01-05,"Hospital Tengku Ampuan Rahimah, Klang",15,2,0,6,0,0,1,6,0
2022-01-05,Universiti Putra Malaysia Teaching Hospital,28,8,0,10,0,3,0,6,1
2022-01-05,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",48,10,1,16,0,4,0,17,0
2022-01-05,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Kemaman,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Hulu Terengganu,0,0,0,0,0,0,0,0,0
2022-01-05,Hospital Setiu,0,0,0,0,0,0,0,0,0
2022-01-06,"Hospital Pakar Sultanah Fatimah, Muar",24,4,0,8,0,3,0,9,0
2022-01-06,"Hospital Sultanah Nora Ismail, Batu Pahat",14,3,0,3,0,2,0,6,0
2022-01-06,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Segamat,7,3,0,2,0,0,0,2,0
2022-01-06,Hospital Pontian,6,0,0,3,0,0,0,3,0
2022-01-06,Hospital Kota Tinggi,5,1,0,1,0,1,0,2,0
2022-01-06,Hospital Mersing,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Tangkak,0,0,0,0,0,0,0,0,0
2022-01-06,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",8,3,0,2,0,0,0,3,0
2022-01-06,Sultan Ismail Hospital,7,1,0,1,0,0,0,5,0
2022-01-06,"Hospital Sultanah Aminah, Johor Bahru[2]",5,1,0,2,0,1,0,1,0
2022-01-06,"Sultanah Bahiyah Hospital, Alor Setar",15,3,0,7,0,1,0,3,1
2022-01-06,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-01-06,Pendang Hospital,24,8,2,3,0,1,0,10,0
2022-01-06,Kulim Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,Baling Hospital,16,4,1,3,0,2,0,6,0
2022-01-06,Sik Hospital,6,2,0,1,0,0,0,3,0
2022-01-06,Hospital Yan,7,3,0,2,0,1,0,1,0
2022-01-06,Hospital Jitra,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kuala Nerang,0,0,0,0,0,0,0,0,0
2022-01-06,"Hospital Raja Perempuan Zainab II, Kota Bharu",35,8,0,9,0,3,0,15,0
2022-01-06,Hospital Pasir Mas,72,20,0,16,1,4,0,31,0
2022-01-06,Hospital Tumpat,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Machang,10,2,0,4,0,2,0,2,0
2022-01-06,Hospital Jeli,12,0,0,5,1,1,0,5,0
2022-01-06,Hospital Tanah Merah,35,9,1,11,0,6,0,8,0
2022-01-06,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Universiti Sains Malaysia (HUSM),25,8,0,11,0,0,0,6,0
2022-01-06,Kuala Lumpur Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,National Heart Institute of Malaysia (IJN),5,2,0,1,0,0,0,2,0
2022-01-06,Hospital Canselor Tuanku Muhriz UKM (HCTM),30,8,0,11,0,2,0,9,0
2022-01-06,University Malaya Medical Centre (UMMC),10,0,0,4,0,0,0,6,0
2022-01-06,Hospital Angkatan Tentera Tuanku Mizan,15,3,0,2,0,0,0,10,0
2022-01-06,Hospital Rehabilitasi Cheras,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Nukleus Labuan,0,0,0,0,0,0,0,0,0
2022-01-06,Jabatan Kesihatan Labuan,5,1,0,2,0,0,0,2,0
2022-01-06,Malacca General Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Alor Gajah,36,7,1,14,1,3,0,9,1
2022-01-06,Hospital Jasin,114,33,0,31,0,6,1,42,1
2022-01-06,Hospital Angkatan Tentera Terendak,5,4,0,0,0,0,0,1,0
2022-01-06,Tuanku Ja'afar Hospital,6,2,0,2,0,1,0,1,0
2022-01-06,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",24,6,0,7,0,2,0,8,1
2022-01-06,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Tampin,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Jelebu,28,7,0,10,0,2,0,9,0
2022-01-06,Hospital Jempol,5,2,0,2,0,1,0,0,0
2022-01-06,Hospital Rembau,7,1,0,4,0,0,0,2,0
2022-01-06,Tengku Ampuan Afzan Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kuala Lipis,6,2,0,1,0,0,0,3,0
2022-01-06,Hospital Raub,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Jerantut,21,5,0,6,0,1,0,9,0
2022-01-06,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Muadzam Shah,16,3,0,2,0,3,0,8,0
2022-01-06,"Hospital Sultan Haji Ahmad Shah, Temerloh",0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Cameron Highlands,7,1,1,1,0,1,0,3,0
2022-01-06,Hospital Rompin,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Bera,16,0,0,3,0,1,0,12,0
2022-01-06,Penang General Hospital,7,2,0,2,0,0,0,3,0
2022-01-06,Hospital Sungai Bakap,6,1,0,2,0,0,0,3,0
2022-01-06,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Balik Pulau,6,1,0,2,0,0,0,3,0
2022-01-06,Hospital Seberang Jaya,24,8,0,9,0,1,0,5,1
2022-01-06,Hospital Kepala Batas,12,1,0,3,0,1,0,7,0
2022-01-06,Hospital Batu Gajah,30,7,0,9,0,3,0,11,0
2022-01-06,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",12,3,0,6,0,0,0,3,0
2022-01-06,Hospital Changkat Melintang,35,6,0,13,0,4,0,12,0
2022-01-06,Hospital Grik,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kampar,6,2,0,3,0,0,0,1,0
2022-01-06,Hospital Kuala Kangsar,12,5,0,5,0,0,0,2,0
2022-01-06,Hospital Parit Buntar,6,1,0,4,0,1,0,0,0
2022-01-06,"Hospital Raja Permaisuri Bainun, Ipoh",0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Selama,56,17,1,15,1,4,0,18,0
2022-01-06,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Sg. Siput,15,5,0,2,0,3,0,5,0
2022-01-06,Hospital Slim River,20,3,0,8,0,2,0,7,0
2022-01-06,Hospital Tapah,20,8,0,4,0,3,0,5,0
2022-01-06,Hospital Taiping,14,5,0,2,0,1,0,6,0
2022-01-06,Hospital Teluk Intan,14,5,0,2,0,2,0,5,0
2022-01-06,"Hospital Tuanku Fauziah, Kangar",0,0,0,0,0,0,0,0,0
2022-01-06,Putrajaya Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,National Cancer Institute,30,8,0,10,0,4,0,8,0
2022-01-06,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",0,0,0,0,0,0,0,0,0
2022-01-06,"Duchess of Kent Hospital, Sandakan",63,18,1,13,0,2,0,29,0
2022-01-06,Hospital Beaufort,15,3,0,3,0,2,0,7,0
2022-01-06,Hospital Beluran,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kinabatangan,64,15,0,19,1,5,0,23,1
2022-01-06,Hospital Kota Belud,24,4,0,11,0,1,0,8,0
2022-01-06,Hospital Kota Marudu,24,10,0,6,0,2,0,6,0
2022-01-06,Hospital Kuala Penyu,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kudat,16,3,0,5,0,2,0,6,0
2022-01-06,Hospital Lahad Datu,18,4,0,6,0,1,0,7,0
2022-01-06,Hospital Mesra Bukit Padang,6,5,0,1,0,0,0,0,0
2022-01-06,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Ranau,16,3,0,6,1,2,0,4,0
2022-01-06,Hospital Semporna,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Sipitang,32,7,0,7,0,1,0,17,0
2022-01-06,Hospital Tambunan,49,13,0,11,0,5,0,19,1
2022-01-06,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Tenom,35,8,0,11,0,2,0,14,0
2022-01-06,Hospital Wanita dan Kanak-Kanak Sabah[5],12,5,0,3,0,0,0,4,0
2022-01-06,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-01-06,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",21,5,0,3,0,1,0,12,0
2022-01-06,Hospital Bau,14,1,0,6,0,1,0,6,0
2022-01-06,Hospital Sibu,45,9,0,16,0,1,0,19,0
2022-01-06,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Sarikei,5,2,0,1,0,0,0,2,0
2022-01-06,Hospital Sri Aman,12,2,0,2,0,2,0,6,0
2022-01-06,Hospital Limbang,12,4,0,4,0,0,0,4,0
2022-01-06,Hospital Lawas,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kapit,8,1,0,2,0,0,0,5,0
2022-01-06,Hospital Sentosa,8,3,0,0,0,0,0,5,0
2022-01-06,Hospital Mukah,64,19,0,21,0,2,0,22,0
2022-01-06,Hospital Marudi,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Simunjan,7,1,0,3,0,1,0,2,0
2022-01-06,Rajah Charles Brooke Memorial Hospital,15,1,1,6,0,2,0,5,0
2022-01-06,Hospital Kanowit,8,3,0,3,0,0,0,2,0
2022-01-06,Hospital Saratok,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Dalat,28,4,0,8,1,1,0,14,0
2022-01-06,Hospital Shah Alam,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Ampang,5,0,0,3,0,1,0,1,0
2022-01-06,Hospital Banting,32,9,0,9,0,1,0,11,2
2022-01-06,Hospital Kajang,91,27,0,21,3,3,0,37,0
2022-01-06,Hospital Kuala Kubu Baru,16,4,0,6,0,0,0,4,2
2022-01-06,Hospital Selayang,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Sultan Idris Shah Serdang,24,3,0,12,0,1,0,8,0
2022-01-06,Hospital Sungai Buloh,5,3,0,1,0,0,0,1,0
2022-01-06,Hospital Tanjung Karang,30,8,0,8,0,1,0,13,0
2022-01-06,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",6,2,0,1,0,0,0,3,0
2022-01-06,"Hospital Tengku Ampuan Rahimah, Klang",48,11,0,19,0,1,0,16,1
2022-01-06,Universiti Putra Malaysia Teaching Hospital,30,7,0,10,0,1,0,12,0
2022-01-06,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",24,8,0,8,0,2,0,6,0
2022-01-06,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Kemaman,14,2,0,4,0,2,0,6,0
2022-01-06,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Hulu Terengganu,0,0,0,0,0,0,0,0,0
2022-01-06,Hospital Setiu,6,1,0,3,0,0,0,2,0
2022-01-07,"Hospital Pakar Sultanah Fatimah, Muar",7,1,0,2,0,1,0,3,0
2022-01-07,"Hospital Sultanah Nora Ismail, Batu Pahat",14,8,0,1,0,1,0,4,0
2022-01-07,"Hospital Enche Besar Hajjah Kalsom, Kluang",0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Segamat,8,2,0,2,0,1,0,3,0
2022-01-07,Hospital Pontian,14,4,0,1,0,1,0,8,0
2022-01-07,Hospital Kota Tinggi,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Mersing,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Tangkak,7,1,0,0,0,0,0,6,0
2022-01-07,"Hospital Temenggung Seri Maharaja Tun Ibrahim, Kulai",15,4,0,3,0,1,0,7,0
2022-01-07,Sultan Ismail Hospital,0,0,0,0,0,0,0,0,0
2022-01-07,"Hospital Sultanah Aminah, Johor Bahru[2]",0,0,0,0,0,0,0,0,0
2022-01-07,"Sultanah Bahiyah Hospital, Alor Setar",12,4,0,2,0,0,0,5,1
2022-01-07,"Sultan Abdul Halim Hospital, Sungai Petani",0,0,0,0,0,0,0,0,0
2022-01-07,Pendang Hospital,12,4,0,3,0,1,0,4,0
2022-01-07,Kulim Hospital,0,0,0,0,0,0,0,0,0
2022-01-07,Baling Hospital,8,2,0,3,0,1,0,2,0
2022-01-07,Sik Hospital,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Yan,8,0,0,4,0,0,0,4,0
2022-01-07,Hospital Jitra,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kuala Nerang,7,0,0,3,0,0,0,3,1
2022-01-07,"Hospital Raja Perempuan Zainab II, Kota Bharu",18,1,0,7,0,0,0,9,1
2022-01-07,Hospital Pasir Mas,54,14,0,15,0,4,1,19,1
2022-01-07,Hospital Tumpat,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Machang,18,4,0,8,0,2,0,4,0
2022-01-07,Hospital Jeli,18,2,0,8,0,2,0,6,0
2022-01-07,Hospital Tanah Merah,28,9,0,8,0,3,0,8,0
2022-01-07,"Hospital Tengku Anis, Pasir Putih",0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Gua Musang,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kuala Krai,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Universiti Sains Malaysia (HUSM),32,6,0,12,0,3,1,9,1
2022-01-07,Kuala Lumpur Hospital,6,3,0,2,0,1,0,0,0
2022-01-07,National Heart Institute of Malaysia (IJN),5,1,0,3,0,0,0,1,0
2022-01-07,Hospital Canselor Tuanku Muhriz UKM (HCTM),50,17,0,10,1,2,0,20,0
2022-01-07,University Malaya Medical Centre (UMMC),0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Angkatan Tentera Tuanku Mizan,20,5,0,7,0,1,0,7,0
2022-01-07,Hospital Rehabilitasi Cheras,8,3,0,0,0,1,1,3,0
2022-01-07,Hospital Nukleus Labuan,7,2,0,2,0,0,0,3,0
2022-01-07,Jabatan Kesihatan Labuan,10,3,0,4,0,0,0,3,0
2022-01-07,Malacca General Hospital,5,0,0,1,0,1,0,3,0
2022-01-07,Hospital Alor Gajah,15,4,0,5,0,0,0,6,0
2022-01-07,Hospital Jasin,45,8,0,13,0,4,0,20,0
2022-01-07,Hospital Angkatan Tentera Terendak,12,3,0,4,0,0,0,5,0
2022-01-07,Tuanku Ja'afar Hospital,8,2,1,3,0,1,0,1,0
2022-01-07,"Hospital Tuanku Ampuan Najihah, Kuala Pilah",16,2,0,8,0,1,0,5,0
2022-01-07,Hospital Port Dickson,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Tampin,6,3,0,0,0,0,0,3,0
2022-01-07,Hospital Jelebu,36,8,0,8,0,3,0,16,1
2022-01-07,Hospital Jempol,5,0,0,1,0,1,0,3,0
2022-01-07,Hospital Rembau,0,0,0,0,0,0,0,0,0
2022-01-07,Tengku Ampuan Afzan Hospital,6,2,0,1,0,0,0,3,0
2022-01-07,Hospital Pekan,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kuala Lipis,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Raub,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Bentong,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Jerantut,16,6,0,4,0,1,0,5,0
2022-01-07,Hospital Jengka,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Muadzam Shah,7,1,0,4,0,0,0,2,0
2022-01-07,"Hospital Sultan Haji Ahmad Shah, Temerloh",0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Cameron Highlands,7,1,0,4,0,0,0,2,0
2022-01-07,Hospital Rompin,6,1,0,4,0,0,0,1,0
2022-01-07,Hospital Universiti Islam Antabangsa (UIA) Kuantan,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Bera,0,0,0,0,0,0,0,0,0
2022-01-07,Penang General Hospital,42,9,0,15,0,5,0,13,0
2022-01-07,Hospital Sungai Bakap,6,2,0,3,0,0,0,1,0
2022-01-07,Hospital Bukit Mertajam,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Balik Pulau,7,1,0,2,0,3,0,1,0
2022-01-07,Hospital Seberang Jaya,6,2,0,3,0,0,0,1,0
2022-01-07,Hospital Kepala Batas,20,5,0,7,0,2,0,6,0
2022-01-07,Hospital Batu Gajah,42,11,0,13,2,3,0,13,0
2022-01-07,"Hospital Bahagia Ulu Kinta, Tanjung Rambutan",10,2,0,3,0,1,0,4,0
2022-01-07,Hospital Changkat Melintang,48,10,0,15,1,5,0,17,0
2022-01-07,Hospital Grik,5,1,0,1,0,1,0,2,0
2022-01-07,Hospital Kampar,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kuala Kangsar,5,1,0,3,0,0,0,1,0
2022-01-07,Hospital Parit Buntar,0,0,0,0,0,0,0,0,0
2022-01-07,"Hospital Raja Permaisuri Bainun, Ipoh",14,6,0,3,1,0,0,4,0
2022-01-07,Hospital Selama,18,6,0,7,0,0,0,5,0
2022-01-07,Hospital Seri Manjung,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Sg. Siput,7,3,0,1,0,1,0,2,0
2022-01-07,Hospital Slim River,24,4,0,9,0,2,0,9,0
2022-01-07,Hospital Tapah,28,6,0,9,0,2,0,11,0
2022-01-07,Hospital Taiping,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Teluk Intan,14,3,0,4,0,1,0,6,0
2022-01-07,"Hospital Tuanku Fauziah, Kangar",6,1,0,1,0,0,0,4,0
2022-01-07,Putrajaya Hospital,6,2,0,2,0,0,0,2,0
2022-01-07,National Cancer Institute,15,2,0,3,0,0,0,10,0
2022-01-07,"Queen Elizabeth Hospital, Kota Kinabalu (I & II)",7,2,0,2,0,0,0,3,0
2022-01-07,"Duchess of Kent Hospital, Sandakan",25,6,0,6,0,2,0,11,0
2022-01-07,Hospital Beaufort,28,4,0,10,1,0,0,13,0
2022-01-07,Hospital Beluran,15,2,0,7,0,2,0,4,0
2022-01-07,Hospital Keningau,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kinabatangan,32,11,0,8,0,2,0,11,0
2022-01-07,Hospital Kota Belud,8,2,0,3,0,1,0,2,0
2022-01-07,Hospital Kota Marudu,8,4,0,1,0,0,0,3,0
2022-01-07,Hospital Kuala Penyu,8,4,0,1,0,0,0,3,0
2022-01-07,Hospital Kudat,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Lahad Datu,42,14,1,12,0,3,0,12,0
2022-01-07,Hospital Mesra Bukit Padang,16,2,0,5,0,2,0,6,1
2022-01-07,Hospital Papar,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Ranau,21,5,0,11,0,0,0,5,0
2022-01-07,Hospital Semporna,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Sipitang,8,2,0,4,0,0,0,2,0
2022-01-07,Hospital Tambunan,30,7,0,8,0,1,0,14,0
2022-01-07,Hospital Tawau,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Tenom,32,5,0,13,0,4,0,10,0
2022-01-07,Hospital Wanita dan Kanak-Kanak Sabah[5],18,3,0,6,0,0,0,9,0
2022-01-07,Sarawak General Hospital,0,0,0,0,0,0,0,0,0
2022-01-07,"Sarawak General Hospital, Kota Samarahan (Cardiac services)",21,6,0,8,0,1,0,6,0
2022-01-07,Hospital Bau,8,2,0,2,0,1,0,3,0
2022-01-07,Hospital Sibu,48,16,0,13,2,3,0,14,0
2022-01-07,Hospital Miri,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Sarikei,8,1,0,4,0,0,0,3,0
2022-01-07,Hospital Sri Aman,36,8,0,10,0,0,0,18,0
2022-01-07,Hospital Limbang,8,1,0,2,0,0,0,5,0
2022-01-07,Hospital Lawas,7,0,0,4,0,0,0,3,0
2022-01-07,Hospital Kapit,32,2,0,14,0,2,0,14,0
2022-01-07,Hospital Sentosa,7,2,0,2,0,1,0,2,0
2022-01-07,Hospital Mukah,14,4,1,4,0,0,0,5,0
2022-01-07,Hospital Marudi,5,0,0,1,0,2,0,2,0
2022-01-07,Hospital Lundu,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Bintulu,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Betong,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Serian,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Simunjan,0,0,0,0,0,0,0,0,0
2022-01-07,Rajah Charles Brooke Memorial Hospital,35,8,0,6,1,4,0,16,0
2022-01-07,Hospital Kanowit,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Saratok,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Dalat,7,2,0,1,0,0,0,4,0
2022-01-07,Hospital Shah Alam,7,1,0,3,0,0,0,3,0
2022-01-07,Hospital Ampang,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Banting,8,3,0,1,0,0,0,4,0
2022-01-07,Hospital Kajang,80,23,0,25,0,6,1,24,1
2022-01-07,Hospital Kuala Kubu Baru,30,8,1,6,0,3,0,11,1
2022-01-07,Hospital Selayang,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Sultan Idris Shah Serdang,49,8,1,15,0,4,0,21,0
2022-01-07,Hospital Sungai Buloh,5,1,0,2,0,0,0,2,0
2022-01-07,Hospital Tanjung Karang,48,13,0,19,1,5,0,10,0
2022-01-07,"Hospital Tengku Ampuan Jemaah, Sabak Bernam",10,1,0,2,0,0,0,7,0
2022-01-07,"Hospital Tengku Ampuan Rahimah, Klang",15,1,0,5,0,1,0,8,0
2022-01-07,Universiti Putra Malaysia Teaching Hospital,32,8,0,6,0,3,0,14,1
2022-01-07,"Universiti Teknologi MARA Teaching Hospital, Puncak Alam",12,2,0,5,0,0,0,5,0
2022-01-07,"Hospital Sultanah Nur Zahirah, Kuala Terengganu",0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Dungun,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Kemaman,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Besut,0,0,0,0,0,0,0,0,0
2022-01-07,Hospital Hulu Terengganu,6,1,0,1,0,0,0,4,0
2022-01-07,Hospital Setiu,0,0,0,0,0,0,0,0,0
